뉴스 식별자,일자,언론사,정보원,인용문,키워드
1100901.202,20200428,중앙일보,민주당 이인영 원내대표,생살을 뜯다시피 하는 비합리적인 세출 조정을 피하겠다,생살 비합리적 세출 조정 
1100901.202,20200428,중앙일보,보건복지부,3월 선지급분에 대해서는 어떤 식으로든 근무시간을 맞추도록 하겠다,3월 선지급분 근무시간 
1100901.202,20200428,중앙일보,보건복지부,"오는 5월에는 정부의 생계지원금이 전 국민에게 지급되는 데다 자치단체별로 또 다른 형태의 생계지원금을 주고 있어 4월분 노인 일자리 사업 급여는 지급하지 않기로 했다
노인 일자리 사업 참여자 가운데 3월분 급여를 받아간 사람은 60%(860억원) 정도였다
일자리 사업 참여자 전원에게 통보했지만 41%에는 지급되지 않았다
3월분 급여를 받고 나중에 일을 더 해야 하는 부담을 느껴서 포기한 어르신이 많은 것 같다",5월 정부 생계 지원금 국민 지급 자치 단체별 형태 생계 지원금 4월 노인 일자리 사업 급여 지급 노인 일자리 사업 참여자 3월 급여 사람 860억 정도 일자리 사업 참여자 전원 통보 지급 3월 급여 나중 부담 포기 어르신 
1100801.202,20200428,조선일보,보건복지부,"보통 중위 소득(소득순으로 순위를 매겼을 때 한가운데 소득)의 50~150% 계층을 중산층이라고 하는데, 중위 소득의 150%가 대략 소득 하위 70~80%여서 소득 하위 70%라는 개념이 처음 생겼다",보통 중위 소득 소득순 순위 한가운데 소득 계층 중산층 중위 소득 소득 하위 소득 하위 개념 처음 
1100901.202,20200428,중앙일보,사회복지학과 강지영 교수,현금복지 정책에 일관성이 없는 것 같아 아쉽다,현금 복지 정책 일관성 
1101001.202,20200428,한겨레,서완석 여수시의회 의장,"코로나19 사태로 많은 시민이 경제적으로 어려움을 겪고 있다. 경제 위기를 극복하는 데 힘을 보태기 위해 국외 공무출장비 전액을 추경에 내놓기로 했다
군민의 고통을 분담해야 한다",코로나19 사태 시민 경제적 어려움 경제 위기 극복 국외 공무 출장비 전액 추경 군민 고통 분담 
1100801.202,20200428,조선일보,시 관계자,"실질적으로 시민들이 재난긴급생활비를 사용할 수 있는 시간적 여유가 많지 않다는 판단에 따라 내린 결정
자동적으로 기한이 연장처리 되므로, 이미 지급받은 선불카드나 모바일 상품권은 별도 변경절차 없이 8월 말까지 사용할 수 있다",실질적 시민들 재난긴급생활비 사용 시간적 여유 판단 결정 자동적 기한 연장 처리 지급 선불카드 모바일 상품권 별도 변경 절차 8월 사용 
1101101.202,20200428,한국일보,시 관계자,"재난기본소득 지급은 시민의 생활 안정과 지역경제 활성화를 위한 것
부정 유통 행위에 대해서는 엄정하게 대응하겠다",재난기본소득 지급 시민 생활 안정 지역경제 활성화 부정 유통 행위 대응 
1101101.202,20200428,한국일보,시 관계자,"코로나19 사태가 장기화되면서 우리 시 모든 문화예술 전시장이 문을 닫았고, 공연도 대부분 취소됐다
사회적 거리 두기로 문화예술 활동이 유보돼 어려움을 겪는 우리 시 예술인들을 위해 긴급재난지원금을 지원하기로 했다",코로나19 사태 장기화 문화예술 전시장 공연 취소 사회적 거리 문화예술 활동 유보 어려움 예술인들 긴급재난지원금 지원 
1101101.202,20200428,한국일보,시 관계자,시는 재난긴급생활비와 관련한 불법적 거래에 대해 상시 모니터링을 통해 즉각적으로 적발해 사법 처리 등으로 엄중하게 대응할 것,재난긴급생활비 불법적 거래 상시 모니터링 즉각적 적발 사법 처리 대응 
1101001.202,20200428,한겨레,시 관계자 ,주민들이 일시에 몰리지 않도록 지급 장소를 늘렸다. 또 신고 즉시 지급하는 원스톱 체계로 운영했다. 길게 늘어선 줄을 보면서 시민들이 공적지원을 얼마나 기다렸는지 실감했다,주민들 일시 지급 장소 신고 즉시 지급 원스톱 체계 운영 시민들 공적 지원 실감 
1100101.202,20200428,경향신문,심 의원,"개인적으로 부총리를 비판하는 건 아니다
재난지원금 전 국민 지급이 문재인 정부의 확고한 경제철학이라면 나는 홍 부총리를 해임시켜야 한다고 생각한다
정권 교체가 이뤄져도 경제팀은 그대로다. 이것이 양당 체제의 성격을 그대로 보여주는 것",개인적 부총리 비판 재난지원금 국민 지급 문재인 정부 경제 철학 부총리 해임 생각 정권 교체 경제팀 체제 성격 
1100901.202,20200428,중앙일보,안동현 서울대 교수,"전 세계에서 무제한으로 풀린 돈이 기업으로 흘러가게 하려면 기존 규제를 바꿔서 투자할 만한 기업을 만들어야 한다
세계 경제의 지역화가 심화하면 해외 기업 유치가 어려워지기 때문에 규제 혁신이 더 절실하다",세계 무제한 기업 기존 규제 투자 기업 세계 경제 지역화 심화 해외 기업 유치 규제 혁신 
1100901.202,20200428,중앙일보,안동현 서울대 교수,"흩어진 현금성 지원을 단순화해야 재정을 아낄 수 있다
추가경정예산안을 짜면서 본예산에 담긴 현금성 지원을 추리고 통합해 효율화를 할 기회가 있었는데 놓쳤다",현금성 지원 단순화 재정 추가경정예산안 본예산 현금성 지원 통합 효율화 기회 
1100901.202,20200428,중앙일보,안창남 강남대 교수,"지원금을 안 찾아가는 걸 ‘주겠다’는 의사표시로 받아들이는 건 법 논리상 맞지 않는다
개인 사정으로 석 달간 신청 못 하는 사람도 있을 수 있다
공무원만 해도 100만 명으로, 기부 문화가 일어날 거라고 보고 자발적 참여가 충분히 가능할 것",지원금 의사표시 논리상 개인 사정 신청 사람 공무원 100만 기부 문화 자발적 참여 충분히 가능 
1100101.202,20200428,경향신문,엄태준 이천시장,"시민 모두에게 25만원씩 지급되는 재난기본소득과 긴급 생계비 지원이 코로나19로 위축된 지역경제의 부흥을 알리는 마중물이 되기를 기대한다
모든 재정능력을 총동원해 단시일 내 시민들이 경제안정 효과를 체감할 수 있도록 하겠다",시민 25만 지급 재난기본소득 긴급 생계비 지원 코로나19 위축 지역경제 부흥 마중물 재정 능력 총동원 단시일 시민들 경제안정 효과 체감 
1100901.202,20200428,중앙일보,예결위,재난지원금 이달 중 처리 목표,재난지원금 이달 처리 
1100801.202,20200428,조선일보,유 의원,"긴급재난지원금을 받을 것인가
부총리가 안 받으면 100만명 공무원에게는 (미수령을) 강제하지 않을 건가
강제 사항이 아니다. 자발적으로 (수령 거부할지, 받을지 정할 문제)",긴급재난지원금 부총리 100만 공무원 미수령 강제 건가 강제 사항 자발적 수령 거부 
1100901.202,20200428,중앙일보,유 의원,"소득 상위 30% 해당하는 분들에게 재난지원금을 기부하는 것인데 이런 정책은 우리 경제정책 역사에서 두고두고 무원칙하고 공정하지 않은, 형평에도 맞지 않는 이상한 정책으로 남을 것
앞으로 두번째 세번째 또 재난지원금 드려야 한다면 소득하위 50%나 70%선으로 후퇴하는 게맞다고 생각한다
언론에 ‘홍남기 난’이라고 난 것을 보고 마음이 아팠다. 홍남기가 무슨 쿠데타를 했냐. 역적모의했느냐
재정원칙을 훼손하고 홍 부총리가 그것을 못지킨 것은 역사에 남을 것",소득 상위 재난지원금 기부 정책 경제정책 역사 무원칙 공정 형평 이상한 정책 재난지원금 소득 하위 후퇴 생각 언론 홍남기 마음 홍남기 쿠데타 역적모의 재정 원칙 훼손 부총리 역사 
1100801.202,20200428,조선일보,윤석명 한국보건사회연구원 연구위원,"100% 복지 주장이 쓰나미를 이루고 있는 것 같다
국민연금 보험료를 22년째 올리지 못하는 나라에서, 세금으로 인한 소득재분배 효과가 OECD에서 가장 낮은 나라에서 왜 저소득층 우선이 아니라 100% 복지가 득세하는지 이해할 수 없다",복지 주장 쓰나미 국민연금 보험료 22년 나라 세금 소득 재분배 효과 oecd 나라 저소득층 우선 복지 득세 이해 
1100101.202,20200428,경향신문,정세균 국무총리,이상적인 제안이지만 행정 비용이 굉장히 들고 시간이 오래 걸려 어려움이 있을 것,이상적 제안 행정 비용 시간 어려움 
1100801.202,20200428,조선일보,정세균 국무총리,"3차 추경을 하게 되면 지금보다 더 강도높은, 광범위한 세출구조조정으로 재원확보에 노력하겠다",3차 추경 지금 강도 광범위 세출 구조 조정 재원확보 노력 
1100101.202,20200428,경향신문,정의당 심상정 대표,전 국민 재난지원금 지급이 문재인 정부의 확고한 경제철학이라면 홍 부총리를 해임시켜야 한다,국민 재난지원금 지급 문재인 정부 경제 철학 부총리 해임 
1101101.202,20200428,한국일보,조광한 남양주시장,"정부의 전국민 지급 결정에 따라 남양주시도 전 시민에게 1인당 10만원씩의 재난지원금을 지급하기로 했다
코로나19 사태 장기화로 더 어려운 사람들에게 더 많은 지원금을 지급해야 한다는 소신에는 변함없지만 정부 결정을 존중해 전 시민 지급으로 결정했다
기초자치단체에서 소득 하위 70%를 선별하는 게 어려운 현실도 반영했다
4인 가족 기준 정부와 경기도 지원금을 합하면 120만원이 지역화폐로 지급돼 지역경제 활성화에 기여할 것으로 판단된다
현금이 필요한 개별 소비자 입장을 반영, 남양주시 지원금은 현금으로 지급할 방침",정부 국민 지급 결정 남양주시 시민 1인당 10만 재난지원금 지급 코로나19 사태 장기화 사람들 지원금 지급 소신 정부 결정 존중 시민 지급 결정 기초 자치 단체 소득 하위 선별 현실 반영 4인 가족 기준 정부 경기도 지원금 120만 지역화폐 지급 지역경제 활성화 기여 판단 현금 필요 개별 소비자 입장 반영 남양주시 지원금 현금 지급 방침 
1100901.202,20200428,중앙일보,행안위,명시적으로 기부 의사를 밝히지 않았음에도 기부의사표시로 간주하는 규정을 삭제해야 한다,명시적 기부 의사 기부 의사 표시 간주 규정 삭제 
1100901.202,20200429,중앙일보,unknownactor,받는 즉시 카드사에 수령자 정보 등록해야,즉시 카드사 수령자 정보 등록 
1101101.202,20200429,한국일보,unknownactor,"우리가 옳다면 사람들이 집을 잃고, 직업을 잃고, 은퇴 자금과 연금을 잃게 될 것이기에, 우리가 춤출 일은 아니다",사람들 직업 은퇴 자금 연금 
1101001.202,20200429,한겨레,경기도,"이미 도민 전체에게 10만원씩, 그리고 31개 시 군 중 30개 시 군이 주민 1명당 5만~40만원씩의 재난기본소득을 지원했다
이재명 경기도지사가 정부에 재난지원금을 줄 때 지방정부가 분담하는 비율(20%)에 이미 지원된 금액을 포함하도록 건의했고 중앙정부도 동의했기 때문에 (지자체 분담 비율을 빼고 정부지원금을 지급한다는) 정부 방침을 따를 것",도민 10만 31개 30개 주민 1명 5만 40만 재난기본소득 지원 이재명 경기도지사 정부 재난지원금 지방정부 분담 비율 지원 금액 포함 건의 중앙정부 동의 지자체 분담 비율 정부 지원금 지급 정부 방침 
1100901.202,20200429,중앙일보,경기도,정부 재난지원금 분담 부분이 이미 지급하고 있는 기본소득 지원금에 기반영된 것으로 판단하고 있다,정부 재난지원금 분담 지급 기본소득 지원금 기반영 판단 
1100901.202,20200429,중앙일보,광주시 관계자, 정부 방침과 관계없이 앞서 준 긴급재난지원금과 별도로 정부 재난지원금에 대한 지자체 몫을 내기 위한 예산을 확보할 계획,정부 방침 긴급재난지원금 별도 정부 재난지원금 지자체 예산 확보 계획 
1100901.202,20200429,중앙일보,금융감독원,"무기명 선불카드를 받는 즉시 카드사에 수령자 정보를 등록하면 이후에 다시 발급받을 수 있고, 사용하지 않은 남은 금액도 쓸 수 있다",무기명 선불카드 즉시 카드사 수령자 정보 등록 발급 사용 금액 
1100801.202,20200429,조선일보,기획재정부 관계자,예산 지출 구조 조정이 워낙 어려워 기금에서도 자금을 끌어와야 했던 측면이 있다,예산 지출 구조 조정 기금 자금 측면 
1100801.202,20200429,조선일보,기획재정부 관계자,"재난지원금을 지급하기 위해 올해 무기 구입 예산을 깎았다
내년 예산 편성 과정에서 적극적으로 반영할 것",재난지원금 지급 무기 구입 예산 내년 예산 편성 적극적 반영 
1100801.202,20200429,조선일보,기획재정부 홍남기 장관,"상위 30% 지급 대상인 분들이 성숙한 시민의식으로 상당 부분 기부할 것
당연히 저는 (지원금을) 받지 않을 것
공무원 강제 사항은 아니다. 자발적으로 (택할 문제)
국난 극복을 위한 전 국민의 자발적 기부",상위 지급 대상 성숙 시민 의식 기부 지원금 공무원 강제 사항 자발적 국난 극복 국민 자발적 기부 
1100101.202,20200429,경향신문,김 씨,"혹시 증빙을 해야 할지도 몰라서 동네에서 결제한 영수증을 모아두고 있었다
재난기본소득을 쓰지 못하고 필요 이상 지출을 할까봐 걱정했다",증빙 동네 결제 영수증 재난기본소득 필요 지출 걱정 
1100901.202,20200429,중앙일보,김경수 경남도지사,민관협력을 통한 재난 대응이 그 어느 때보다 중요해진만큼 앞으로 함양재해구호물류센터와 연계해서 재해대응체계를 마련하고 싶다. 특히 도민의 안전을 스스로 지킬 수 있는 재난안전체험교육 프로그램 개발에 협력이 필요하다,민관 협력 재난 대응 중요 함양재해 구호 물류 센터 연계 재해 대응 체계 마련 도민 안전 스스로 재난 안전 체험 교육 프로그램 협력 필요 
1100801.202,20200429,조선일보,김재원 미래통합당(예결위), 정부는 이번 추경예산을 즉시 집행하고 국민 여러분의 기부로 조성된 재원을 고용 안전에 활용해 경제와 민생이 실질적으로 회복할 수 있도록 각별히 주의해달라,정부 추경예산 즉시 집행 국민 기부 조성 재원 고용 안전 활용 경제 민생 실질적 회복 주의 
1100901.202,20200429,중앙일보,대전시 관계자,"자체적으로 재난지원금을 주는 지자체는 정부 재난지원금 가운데 일부를 제외하고 지급하는 방안이 거론되고 있는 것으로 알고 있다
아직 확정된 정부 지침이 없어 지켜보고 있는 중",자체적 재난지원금 지자체 정부 재난지원금 제외 지급 방안 거론 확정 정부 지침 
1100801.202,20200429,조선일보,대통령 문재인,"일자리 위기가 거세게 닥쳐오고 있지만, 정부는 하나의 일자리도 반드시 지키겠다는 각오로 여러분과 함께하겠다
황금연휴에 이어 5월 중에 긴급재난지원금이 지급되면 내수가 살아나는 좋은 계기가 될 것으로 기대하고 있다",일자리 위기 정부 하나 일자리 각오 황금연휴 5월 긴급재난지원금 지급 내수 계기 
1101001.202,20200429,한겨레,대통령 문재인,지금 상황에서 기업의 사회적 기여 혹은 책임은 고용을 유지하는 것,상황 기업 사회적 기여 책임 고용 유지 
1101101.202,20200429,한국일보,대통령 문재인,"코로나19 사태 대책이 시간을 끌수록 피해가 커지고, 국민과 기업의 어려움이 가중된다
전례 없는 위기에 과감하게 결정하고 빠르고 정확하게 (정책을) 집행해야 한다",코로나19 사태 대책 시간 피해 국민 기업 어려움 가중 전례 위기 결정 정확 정책 집행 
1100101.202,20200429,경향신문,대통령 문재인,"여러분은 코로나19의 위기 앞에서 일자리 지키기라는 큰 역할을 해주셨고, 투숙객의 접촉을 최소화하는 비대면 서비스와 특급 호텔 음식을 온라인 쇼핑에서 판매하는 등 ‘포스트 코로나’ 시대에 대응하며 새로운 희망을 만들어주고 계신다
취업자 수가 크게 줄고 일시 휴직자가 급증하며 가장 먼저 고용 충격의 위기를 겪은 곳도 관광업계와 숙박 음식업
새해 들어서 외국인 관광객이 크게 늘어나는 희망찬 분위기 속에서 ‘2000만 관광객 시대’를 준비했던 관광업계를 생각하면 참으로 마음이 안타깝고 무겁다
그러나 호텔업계 노사가 가장 어려운 시기에 가장 모범적으로 함께 마음을 모았다
사측은 무급휴직이나 연차휴가를 강제하지 않고 휴업으로 일자리를 보전했으며, 노조는 노동쟁의 대신 협력적 노사관계에 합의했다
일자리 위기가 거세게 닥쳐오고 있지만 정부는 하나의 일자리라도 반드시 지키겠다는 각오로 여러분과 함께할 것",코로나19 위기 일자리 역할 투숙객 접촉 최소화 비대면 서비스 특급 호텔 음식 온라인 쇼핑 판매 포스트 코로나 시대 대응 희망 취업자 휴직자 급증 고용 충격 위기 관광업계 숙박 음식업 새해 외국인 관광객 분위기 2000만 관광객 시대 준비 관광업계 생각 마음 호텔업계 노사 시기 모범적 마음 무급 휴직 연차 휴가 강제 휴업 일자리 보전 노조 노동쟁의 대신 협력적 노사관계 합의 일자리 위기 정부 하나 일자리 각오 
1100101.202,20200429,경향신문,대통령 문재인,"오늘 여러분은 코로나19의 위기 앞에서 일자리 지키기라는 큰 역할을 해주셨고, 투숙객의 접촉을 최소화하는 비대면 서비스와 특급 호텔 음식을 온라인 쇼핑에서 판매하는 등 ‘포스트 코로나’ 시대에 대응하며 새로운 희망을 만들어주고 계시다
사회적 거리두기와 외국인 관광객 급감으로 호텔 이용률이 크게 떨어졌고, 급격한 매출 감소를 겪고 있다
취업자 수가 크게 줄고 일시 휴직자가 급증하며, 가장 먼저 고용 충격의 위기를 겪은 곳도 관광업계와 숙박 음식업
새해 들어서 외국인 관광객이 아주 크게 늘어나는 희망찬 분위기 속에서 ‘2천만 관광객 시대’를 준비했던 관광업계를 생각하면 참으로 마음이 안타깝고 무겁다
그러나 호텔업계 노사가 가장 어려운 시기에 가장 모범적으로 함께 마음을 모았다
사측은 무급휴직이나 연차휴가를 강제하지 않고 휴업으로 일자리를 보전했으며, 노조는 노동쟁의 대신 협력적 노사관계에 합의했다. 구조조정 대신 고용유지로 일자리를 함께 지키자는 결의를 다졌다
한국호텔업협회와 전국 관광 서비스 노동조합연맹이 산별 노사협력의 모범을 보였고, SK네크웍스 워커힐, 그랜드하얏트 인천, 더플라자, 파르나스 등 호텔 노사도 함께 뜻을 모았다
상생의 힘을 보여주신 여러분께 다시 한번 감사드리며, 우리가 함께 이 위기를 반드시 이겨내자는 말씀을 드린다
여러분이 보여준 연대와 상생의 힘이 호텔업계를 넘어서 서비스업, 또 제조업 전 업종으로 확산되어 나가기를 기대한다",코로나19 위기 일자리 역할 투숙객 접촉 최소화 비대면 서비스 특급 호텔 음식 온라인 쇼핑 판매 포스트 코로나 시대 대응 희망 사회적 거리 외국인 관광객 급감 호텔 이용률 매출 감소 취업자 휴직자 급증 고용 충격 위기 관광업계 숙박 음식업 새해 외국인 관광객 분위기 2천만 관광객 시대 준비 관광업계 생각 마음 호텔업계 노사 시기 모범적 마음 무급 휴직 연차 휴가 강제 휴업 일자리 보전 노조 노동쟁의 대신 협력적 노사관계 합의 구조조정 대신 고용 유지 일자리 결의 한국호텔업협회 전국 관광 서비스 노동조합연맹 산별 노사 협력 모범 sk 네크웍스 워커힐 그랜드하얏트 인천 더플라자 파르나스 호텔 노사 상생 감사 위기 말씀 연대 상생 호텔업계 서비스업 제조업 업종 확산 
1101001.202,20200429,한겨레,대통령 문재인,"정부는 하나의 일자리도 반드시 지키겠다는 각오로 여러분과 함께할 것
기업 혼자만의 힘으로 부족한 상황에서 정부는 강력한 지원 정책으로 기업의 위기극복을 뒷받침할 것
사쪽은 무급휴직이나 연차휴가를 강제하지 않고 휴업으로 일자리를 보전했고, 노조는 쟁의 대신 협력적 노사관계에 합의했다
연대와 상생의 힘이 호텔업계를 넘어 서비스업, 제조업 전 업종으로 확산되어가기를 기대한다
높은 투표율을 기록한 총선을 치르며 방역에 아무런 문제가 없었던 것처럼 이번 연휴도 잘 보내면 본격적으로 일상으로 돌아갈 수 있고, 내수도 살아날 것
내일부터 시작하는 연휴 기간 동안 방역에 문제가 없도록 최선을 다해달라",정부 하나 일자리 각오 기업 혼자 부족 상황 정부 지원 정책 기업 위기극복 뒷받침 사쪽 무급 휴직 연차 휴가 강제 휴업 일자리 보전 노조 쟁의 대신 협력적 노사관계 합의 연대 상생 호텔업계 서비스업 제조업 업종 확산 투표율 기록 총선 방역 연휴 본격적 일상 내수 시작 연휴 기간 방역 최선 
1100801.202,20200429,조선일보,대통령 문재인,"최근 코로나 상황이 많이 진정되면서 정부는 ‘생활방역 체제’로의 전환을 준비하고 있다
황금연휴에 이어서 5월 중에 긴급재난지원금이 지급되면, 내수가 살아나는 좋은 계기가 될 것으로 기대하고 있다
노사 상생의 자랑스러운 모습을 국민들과 함께 나누고 싶다
‘연대와 상생’의 힘이 호텔업계를 넘어서 서비스업, 또 제조업 전 업종으로 확산돼 나가길 기대한다
전 국민의 자발적 연대와 협력에 기반한 K-방역으로 모범을 보여, 전세계에서 가장 안전한 투자처로 평가받고 있다
현 위기국면의 터널을 벗어나면 한국 경제가 도약할 수 있는 기회가 올 것
노사정이 함께 협력해 위기를 잘 이겨내자
정부의 가장 큰 걱정은 고용과 일자리를 어떻게 지킬 것인가
지금의 상황에서 기업의 사회적 기여 혹은 책임은 고용을 유지하는 것이다. 기업 혼자만의 힘으로 부족한 상황에서 정부는 강력한 지원 정책으로 기업의 위기극복을 뒷받침 할 것
위기 극복의 전제조건은 구조조정이 아닌 고용유지
정부는 하나의 일자리도 반드시 지키겠다는 각오로 함께할 것",코로나 상황 진정 정부 생활 방역 체제 전환 준비 황금연휴 5월 긴급재난지원금 지급 내수 계기 노사 상생 자랑 모습 국민들 연대 상생 호텔업계 서비스업 제조업 업종 확산 국민 자발적 연대 협력 기반 방역 모범 세계 안전 투자처 평가 위기국면 터널 한국 경제 도약 기회 노사정 협력 위기 정부 걱정 고용 일자리 지금 상황 기업 사회적 기여 책임 고용 유지 기업 혼자 부족 상황 정부 지원 정책 기업 위기극복 뒷받침 위기 극복 전제조건 구조조정 고용 유지 정부 하나 일자리 각오 
1101101.202,20200429,한국일보,대통령 문재인,"호텔업계 노사가 가장 어려운 시기에 가장 모범적으로 함께 마음을 모았다
우리는 외환위기 때 정리해고의 아픔 속에서 사회 안전망의 기틀을 마련했고, 글로벌 금융위기를 ‘일자리 나누기’로 극복했다
오늘 여러분은 코로나19의 위기 앞에서 ‘일자리 지키기’라는 큰 역할을 해주셨다
정부는 고용조정 위기에 놓인 관광숙박업을 특별고용지원업종으로 지정했고, 휴업ㆍ휴직 수당의 90%까지 지원하고 있다
이달에는 추가로 고용과 기업안정 대책을 마련해 고용안정에 10조원, 일자리를 지키기 위한 기업안정에 75조원의 자금을 지원하기로 했다
새해 들어 외국인 관광객이 크게 늘어나는 희망찬 분위기 속에서 2,000만 관광객 시대를 준비했던 관광업계를 생각하면 참으로 마음이 안타깝고 무겁다
최근 코로나 상황이 많이 진정되면서 정부는 생활방역 체제로의 전환을 준비하고 있고, 황금연휴에 이어 5월 중 긴급재난지원금이 지급되면 내수가 살아나는 좋은 계기가 될 것
함께 이 위기를 반드시 이겨내자
여러분이 보여준 연대와 상생의 힘이 호텔업계를 넘어 서비스업, 제조업 전 업종으로 확산돼 나가기를 기대한다",호텔업계 노사 시기 모범적 마음 외환위기 정리해고 아픔 사회 안전망 기틀 마련 글로벌 금융위기 일자리 극복 코로나19 위기 일자리 역할 정부 고용조정 위기 관광숙박업 특별 고용 지원 업종 지정 휴업 휴직 수당 지원 이달 추가 고용 기업 안정 대책 마련 고용안정 10조 일자리 기업 안정 75조 자금 지원 새해 외국인 관광객 분위기 000만 관광객 시대 준비 관광업계 생각 마음 코로나 상황 진정 정부 생활방역 체제 전환 준비 황금연휴 5월 긴급재난지원금 지급 내수 계기 위기 연대 상생 호텔업계 서비스업 제조업 업종 확산 
1100801.202,20200429,조선일보,대통령 문재인,"관광업계 전체를 살리기 위해서도 노력하겠다
코로나19 극복 관광상품권’ 지급과 또 음식 숙박 관광업에 대한 신용카드와 체크카드 소득공제율 확대는 소비 진작에 도움이 될 것이라고 믿는다",관광업계 노력 코로나19 극복 관광 상품권 지급 음식 숙박 관광업 신용카드 체크카드 소득 공제율 확대 소비 도움 
1100801.202,20200429,조선일보,미래통합당,특단의 대응을 피하지 않을 수 없다,특단 대응 
1101101.202,20200429,한국일보,미래통합당 이종배 의원,"세출 구조조정을 1조2,000억원 규모로 하면 적자 국채 발행은 3조6,000억원에서 3조4,000억원으로 줄게 된다",세출 구조조정 1조 000억 규모 적자 국채 발행 3조 000억 3조 000억 
1100801.202,20200429,조선일보,미래통합당 이종배 의원,"연가보상비와 공무원 인건비 820억원, 유가추가하락에따른 유류비 730억원을 감액했으며, 연내집행불가한 SOC사업의 영구율 조정통해 2000억을 감액했다",연가 보상비 공무원 인건비 820억 유가추가 하락 유류비 730억 감액 연내 집행 불가 soc 사업 영구율 조정통 2000억 감액 
1100901.202,20200429,중앙일보,민주당 의원,지난 6년간 서울시장을 지내며 생긴 ‘행정 관료’ 이미지를 빨리 탈피하고 서울시민이 아닌 전 국민을 상대로 한 존재감을 드러내야 한다,6년 서울시장 행정 관료 이미지 탈피 서울시민 국민 상대 존재감 
1100901.202,20200429,중앙일보,민주당 이인영 원내대표,"고소득자나 안정적인 소득이 있는 분들이 대략 10%에서 20% 가까이는 최소한 자발적으로 기부할 수 있을 것
수십조원 목표 모금 캠페인 강제",고소득자 안정적 소득 가까이 최소한 자발적 기부 수십조원 모금 캠페인 강제 
1100801.202,20200429,조선일보,민주당 이해찬 대표,"당정은 바로 3차 추경(추가경정예산)을 준비하겠다
코로나 이후 변화된 세상을 재도약의 기회로 활용하도록 치밀하고 과감한 전략을 준비하겠다
긴급재난지원금은 비상 처방일 뿐 경제 위기에 대응하는 근본 대책은 아니다",당정 3차 추경 추가 경정 예산 준비 코로나 변화 세상 재도약 기회 활용 전략 준비 긴급재난지원금 비상 처방 경제 위기 대응 근본 대책 
1101001.202,20200429,한겨레,민주당 이해찬 대표,"총선에서 한 약속을 지키게 됐다. 당정은 곧바로 3차 추경 준비를 시작하고, 코로나 이후 변화된 세상을 재도약의 기회로 활용하도록 치밀하고 과감한 전략을 준비하겠다",총선 약속 당정 3차 추경 준비 시작 코로나 변화 세상 재도약 기회 활용 전략 준비 
1101101.202,20200429,한국일보,민주당 전해철 의원,"기존 1조원에 2,000억원을 추가해 1조2,000억원은 세출 구조조정으로 재원 마련을 하는 것으로 합의했다
구체적으로 어떤 항목에서 세출 조정을 늘릴지에 대해서는 (기재부가) 실무적 작업을 진행하고 있다",기존 1조 000억 추가 1조 000억 세출 구조 조정 재원 마련 합의 구체적 항목 세출 조정 기재부 실무적 작업 진행 
1101101.202,20200429,한국일보,부산시,"당초 지원제외 대상이었으나 허위 증빙서류 제출로 편법 및 부당 수령 건이 확인되면 환수할 방침
남은 기간 영세소상공인에 최대한 혜택이 돌아갈 수 있도록 최선을 다하겠다",지원 제외 대상 허위 증빙서류 제출 편법 부당 수령 확인 환수 방침 기간 영세소 상공인 최대한 혜택 최선 
1100901.202,20200429,중앙일보,서울시 관계자,비용 문제로 ‘IC칩’ 내장 못 해,비용 ic 내장 
1101001.202,20200429,한겨레,서울시 관계자,다른 지자체(정부 8-지자체 2)와 달리 서울시만 재정분담 비율이 7 대 3이어서 5200억원 규모 재원을 마련해야 한다. 세출 조정의 어려움이 커서 지자체 분담금 축소를 협의 중,지자체 정부 지자체 서울시 재정 분담 비율 5200억 규모 재원 마련 세출 조정 어려움 지자체 분담금 축소 협의 
1100901.202,20200429,중앙일보,서울시 관계자,"은행 측에서 선불카드에 IC칩을 내장할 경우 별도의 비용이 든다더라
서울시, 보건복지부를 비롯해 정부에서 지원하는 선불카드는 제공받는 인원도 많아서 IC칩 카드로 제공하기엔 어려움이 있다",은행 선불카드 ic 내장 별도 비용 서울시 보건복지부 정부 지원 선불카드 제공 인원 ic 카드 제공 어려움 
1100901.202,20200429,중앙일보,서울시 관계자,조건을 충족한다면 서울시민은 서울시의 재난 긴급생활비 40만원에 중앙정부가 지급하는 100만원의 재난지원금까지 총 140만원을 받게 된다,조건 충족 서울시민 서울시 재난 긴급생활비 40만 중앙정부 지급 100만 재난지원금 140만 
1100801.202,20200429,조선일보,성태윤 연세대 교수,"단순히 예산을 쓰는 시점만 미루는 것으로는 정부 재정 부담을 줄일 수 없다
앞으로 3차 추경안을 만들 때는 실질적인 예산 삭감을 통해 향후 국채 발행을 최소화해야 한다",예산 시점 정부 재정 부담 3차 추경안 실질적 예산 삭감 향후 국채 발행 최소화 
1100801.202,20200429,조선일보,안동현 서울대 교수,"어느 쪽이든 한은 혹은 정부가 온전히 리스크를 지는 것은 바람직 하지 않다
미국식으로 선 후순위를 나눠 산은(정부)이 우선 리스크를 지고 그 나머지는 한은도 부담하는 쪽으로 가는 것이 절충안이 될 수 있다",정부 리스크 미국식 순위 정부 리스크 나머지 한은 부담 절충안 
1100801.202,20200429,조선일보,여권 관계자,기부자 상당수는 기부 때 받는 15% 세액공제 혜택도 포기할 것,기부자 기부 세액공제 혜택 포기 
